1,1,1,1,1,黃
1,1,1,1,2,帝
1,1,1,1,3,者
1,1,1,1,4,少
1,1,1,1,5,典
1,1,1,1,6,之
1,1,1,1,7,子
1,1,1,1,8,姓
1,1,1,1,9,公
1,1,1,1,10,孫
1,1,1,1,11,名
1,1,1,1,12,曰
1,1,1,1,13,軒
1,1,1,1,14,轅
1,1,1,2,1,生
1,1,1,2,2,而
1,1,1,2,3,神
1,1,1,2,4,靈
1,1,1,2,5,弱
1,1,1,2,6,而
1,1,1,2,7,能
1,1,1,2,8,言
1,1,1,2,9,幼
1,1,1,2,10,而
1,1,1,2,11,徇
1,1,1,2,12,齊
1,1,1,2,13,長
1,1,1,2,14,而
1,1,1,2,15,敦
1,1,1,2,16,敏
1,1,1,2,17,成
1,1,1,2,18,而
1,1,1,2,19,聰
1,1,1,2,20,明
1,1,2,1,1,軒
1,1,2,1,2,轅
1,1,2,1,3,之
1,1,2,1,4,時
1,1,2,1,5,神
1,1,2,1,6,農
1,1,2,1,7,氏
1,1,2,1,8,世
1,1,2,1,9,衰
1,1,2,2,1,諸
1,1,2,2,2,侯
1,1,2,2,3,相
1,1,2,2,4,侵
1,1,2,2,5,伐
1,1,2,2,6,暴
1,1,2,2,7,虐
1,1,2,2,8,百
1,1,2,2,9,姓
1,1,2,2,10,而
1,1,2,2,11,神
1,1,2,2,12,農
1,1,2,2,13,氏
1,1,2,2,14,弗
1,1,2,2,15,能
1,1,2,2,16,征
1,1,2,3,1,於
1,1,2,3,2,是
1,1,2,3,3,軒
1,1,2,3,4,轅
1,1,2,3,5,乃
1,1,2,3,6,習
1,1,2,3,7,用
1,1,2,3,8,干
1,1,2,3,9,戈
1,1,2,3,10,以
1,1,2,3,11,征
1,1,2,3,12,不
1,1,2,3,13,享
1,1,2,3,14,諸
1,1,2,3,15,侯
1,1,2,3,16,咸
1,1,2,3,17,來
1,1,2,3,18,賓
1,1,2,3,19,從
1,1,2,4,1,而
1,1,2,4,2,蚩
1,1,2,4,3,尤
1,1,2,4,4,最
1,1,2,4,5,爲
1,1,2,4,6,暴
1,1,2,4,7,莫
1,1,2,4,8,能
1,1,2,4,9,伐
1,1,2,5,1,炎
1,1,2,5,2,帝
1,1,2,5,3,欲
1,1,2,5,4,侵
1,1,2,5,5,陵
1,1,2,5,6,諸
1,1,2,5,7,侯
1,1,2,5,8,諸
1,1,2,5,9,侯
1,1,2,5,10,咸
1,1,2,5,11,歸
1,1,2,5,12,軒
1,1,2,5,13,轅
1,1,2,6,1,軒
1,1,2,6,2,轅
1,1,2,6,3,乃
1,1,2,6,4,修
1,1,2,6,5,德
1,1,2,6,6,振
1,1,2,6,7,兵
1,1,2,6,8,治
1,1,2,6,9,五
1,1,2,6,10,氣
1,1,2,6,11,蓺
1,1,2,6,12,五
1,1,2,6,13,種
1,1,2,6,14,撫
1,1,2,6,15,萬
1,1,2,6,16,民
1,1,2,6,17,度
1,1,2,6,18,四
1,1,2,6,19,方
1,1,2,6,20,教
1,1,2,6,21,熊
1,1,2,6,22,羆
1,1,2,6,23,貔
1,1,2,6,24,貅
1,1,2,6,25,貙
1,1,2,6,26,虎
1,1,2,6,27,以
1,1,2,6,28,與
1,1,2,6,29,炎
1,1,2,6,30,帝
1,1,2,6,31,戰
1,1,2,6,32,於
1,1,2,6,33,阪
1,1,2,6,34,泉
1,1,2,6,35,之
1,1,2,6,36,野
1,1,2,7,1,三
1,1,2,7,2,戰
1,1,2,7,3,然
1,1,2,7,4,後
1,1,2,7,5,得
1,1,2,7,6,其
1,1,2,7,7,志
1,1,2,8,1,蚩
1,1,2,8,2,尤
1,1,2,8,3,作
1,1,2,8,4,亂
1,1,2,8,5,不
1,1,2,8,6,用
1,1,2,8,7,帝
1,1,2,8,8,命
1,1,2,9,1,於
1,1,2,9,2,是
1,1,2,9,3,黃
1,1,2,9,4,帝
1,1,2,9,5,乃
1,1,2,9,6,徵
1,1,2,9,7,師
1,1,2,9,8,諸
1,1,2,9,9,侯
1,1,2,9,10,與
1,1,2,9,11,蚩
1,1,2,9,12,尤
1,1,2,9,13,戰
1,1,2,9,14,於
1,1,2,9,15,涿
1,1,2,9,16,鹿
1,1,2,9,17,之
1,1,2,9,18,野
1,1,2,9,19,遂
1,1,2,9,20,禽
1,1,2,9,21,殺
1,1,2,9,22,蚩
1,1,2,9,23,尤
1,1,2,10,1,而
1,1,2,10,2,諸
1,1,2,10,3,侯
1,1,2,10,4,咸
1,1,2,10,5,尊
1,1,2,10,6,軒
1,1,2,10,7,轅
1,1,2,10,8,爲
